type,title,director,cast,country,rating,listed_in
Movie,3 türken & ein baby,['SinanAkkuş'],"['KostjaUllmann', 'EkoFresh', 'KidaKhodrRamadan', 'SabrinaKlüber', 'SamiNasser', 'KaylaRybicka', 'Jytte-MerleBöhrnsen', 'EmrahErdogru', 'TimGrothe', 'HülyaDuyar']",['Germany'],TV-MA,"['Comedies', 'InternationalMovies']"
Movie,30 days of luxury,['HaniHamdi'],"['TaherFarouz', 'SadAl-Saghir', 'AhmadFaloks', 'SoleimanEid', 'MahmoodEl-Laithi', 'HeshamIsmail', 'ShaimaSaif', 'NerminMaher', 'Sofinar']",['Egypt'],TV-14,"['Comedies', 'InternationalMovies']"
Movie,30 minutes or less,['RubenFleischer'],"['JesseEisenberg', 'DannyMcBride', 'AzizAnsari', 'NickSwardson', 'DilshadVadsaria', 'MichaelPeña', 'BiancaKajlich', 'FredWard']",['UnitedStates'],R,"['Action&Adventure', 'Comedies']"
Movie,300 miles to heaven,['MaciejDejczer'],"['KrzysztofStroiński', 'AndrzejMellin', 'AdriannaBiedrzyńska', 'AdriannaBiedrzyńska', 'RafałZimowski', 'KamaKowalewska', 'WiesławKomasa', 'AleksanderBednarz', 'JadwigaJankowska-Cieslak', 'WojciechKlata']","['Denmark', 'France', 'Poland']",TV-14,"['Dramas', 'InternationalMovies']"
Movie,365 days,"['BarbaraBiałowąs', 'TomaszMandes']","['Anna-MariaSieklucka', 'MicheleMorrone', 'BronisławWrocławski', 'OtarSaralidze', 'MagdalenaLamparska', 'NataszaUrbańska', 'GrażynaSzapołowska', 'TomaszStockinger', 'GianniParisi', 'MateuszŁasowski']",['Poland'],TV-MA,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,37 seconds,['Hikari'],"['MeiKayama', 'MisuzuKanno', 'ShunsukeDaitoh', 'MakikoWatanabe', 'YoshihikoKumashino', 'MinoriHagiwara', 'ShoheiUno', 'YukaItaya', 'KiyohikoShibukawa', 'EitaOkuno', 'HarukaImou', 'ToshinoriOmi']",['Japan'],TV-MA,"['Dramas', 'InternationalMovies']"
TV Show,3below: tales of arcadia,['nan'],"['TatianaMaslany', 'DiegoLuna', 'NickOfferman', 'NickFrost', 'GlennClose', 'AlonAboutboul', 'HayleyAtwell', 'DarinDePaul', 'AndyGarcia', 'CherylHines', 'TomKenny', 'ChrisObi', 'ColeSand', 'FrankWelker', 'StevenYeun']",['UnitedStates'],TV-Y7,"[""Kids'TV"", 'TVAction&Adventure', 'TVSci-Fi&Fantasy']"
Movie,40 sticks,['VictorGatonye'],"['RobertAgengo', 'MwauraBilal', 'AndreoKamau', 'CajetanBoy', 'ArabronNyyeneque', 'ShiviskeShivisi', 'XavierYwaya']",['Kenya'],TV-14,"['InternationalMovies', 'Thrillers']"
Movie,42 grams,['JackC.Newell'],['JakeBickelhaupt'],['UnitedStates'],TV-MA,['Documentaries']
TV Show,44 cats,['nan'],"['SarahNatochenny', 'SuzyMyers', 'SimonaBerman', 'EricaSchroeder', 'MarcaLeigh', 'ScottieRay', 'HenryF.Benjamin']",['Italy'],TV-Y7,"[""Kids'TV""]"
TV Show,45 rpm,['nan'],"['CarlosCuevas', 'GuiomarPuerta', 'IvánMarcos', 'IsraelElejalde', 'EudaldFont', 'LuisLarrodera', 'CarmenGutiérrez', 'DianaGómez', 'VitoSanz', 'MarinaSanJosé', 'PerePonce', 'JoanPera']",['Spain'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'Spanish-LanguageTVShows']"
Movie,48 christmas wishes,"['MarcoDeufemia', 'JustinG.Dyck']","['KhiylaAynne', 'NoahDyer', 'MayaFranzoi', 'ClaraKushnir', 'MadelineLeon', 'LiamMacDonald', 'MattSchichter', 'EthanYang', 'AdamCrew']",['Canada'],TV-G,"['Children&FamilyMovies', 'Comedies']"
Movie,4l,['GerardoOlivares'],"['JeanReno', 'HovikKeuchkerian', 'SusanaAbaitua', 'JuanDosSantos', 'ArturoValls', 'EnriqueSanFrancisco', 'FrancescGarrido', 'EricNguyen']",['Spain'],TV-MA,"['Comedies', 'Dramas', 'IndependentMovies']"
Movie,4th man out,['AndrewNackman'],"['EvanTodd', 'ParkerYoung', 'ChordOverstreet', 'JonGabrus', 'KateFlannery', 'BrookeDillman', 'JenniferDamiano', 'JordanLanePrice', 'AlexRennie', 'JakeEpstein']",['UnitedStates'],NR,"['Comedies', 'LGBTQMovies']"
Movie,4th republic,['IshayaBako'],"['KateHenshaw-Nuttal', 'EnyinnaNwigwe', 'LindaEjiofor', 'YakubuMohammed', 'BimboManuel', 'SaniMu’azu', 'EmilHirai-Garuba', 'RekiyaIbrahimAtta']",['Nigeria'],TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
Movie,5 cowok jagoan,['AnggyUmbara'],"['ArioBayu', 'ArifinPutra', 'DwiSasono', 'MuhadklyAcho', 'CornelioSunny', 'TikaBravani', 'NirinaZubir', 'GanindraBimo', 'VerdiSolaiman']",['nan'],TV-MA,"['Action&Adventure', 'Comedies', 'InternationalMovies']"
Movie,5 flights up,['RichardLoncraine'],"['JoshPais', 'ClairevanderBoom', 'MorganFreeman', 'DianeKeaton', 'CarriePreston', 'CynthiaNixon', 'KoreyJackson', 'DianeCiesla', 'MichaelCristofer']",['UnitedStates'],PG-13,"['Comedies', 'Dramas', 'IndependentMovies']"
Movie,5 star christmas,['MarcoRisi'],"['MassimoGhini', 'RickyMemphis', 'MartinaStella', 'RalphPalka', 'BiagioIzzo', 'RiccardoRossi', 'PaolaMinaccioni']",['Italy'],TV-14,"['Comedies', 'InternationalMovies']"
Movie,5 to 7,['VictorLevin'],"['AntonYelchin', 'BéréniceMarlohe', 'OliviaThirlby', 'LambertWilson', 'FrankLangella', 'GlennClose']",['UnitedStates'],R,"['Comedies', 'Dramas', 'RomanticMovies']"
Movie,50 first dates,['PeterSegal'],"['AdamSandler', 'DrewBarrymore', 'RobSchneider', 'SeanAstin', 'LusiaStrus', 'DanAykroyd', 'AmyHill', 'AllenCovert', 'BlakeClark', 'MayaRudolph']",['UnitedStates'],PG-13,"['Comedies', 'RomanticMovies']"
Movie,50/50,['JonathanLevine'],"['JosephGordon-Levitt', 'SethRogen', 'AnnaKendrick', 'BryceDallasHoward', 'AnjelicaHuston', 'SergeHoude', 'AndrewAirlie', 'MattFrewer', 'PhilipBakerHall', 'MarieAvgeropoulos', 'JessicaParkerKennedy']",['UnitedStates'],R,"['Comedies', 'Dramas', 'IndependentMovies']"
Movie,5cm,['RizalMantovani'],"['HerjunotAli', 'RalineShah', 'FediNuril', 'PevitaPearce', 'Saykoji', 'DennySumargo', 'DidiPetet', 'FirrinaSinatrya']",['Indonesia'],TV-14,"['Dramas', 'InternationalMovies']"
Movie,5gang,['MateiDima'],"['AndreiSelaru', 'DorianPopa', 'JuliaMarcan', 'AnaRadu', 'CosminNedelcu', 'DianaCondurache', 'AndreiGavril', 'LucaBogdan']",['Romania'],TV-14,"['Comedies', 'InternationalMovies']"
Movie,6 balloons,['MarjaLewisRyan'],"['AbbiJacobson', 'DaveFranco', 'JaneKaczmarek', 'TimMatheson', 'CharlotteCarel', 'MadelineCarel', 'MayaErskine', 'DawanOwens', 'JenTullock']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies']"
Movie,6 days,['ToaFraser'],"['JamieBell', 'AbbieCornish', 'MarkStrong', 'MartinShaw', 'BenTurner', 'AymenHamdouchi', 'TimPigott-Smith', 'RobertPortal', 'ColinGarlick', 'AndrewGrainger', 'MartinHancock', 'EmunElliott']","['NewZealand', 'UnitedKingdom']",R,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,6 underground,['MichaelBay'],"['RyanReynolds', 'MélanieLaurent', 'CoreyHawkins', 'DaveFranco', 'AdriaArjona', 'ManuelGarcia-Rulfo', 'BenHardy', 'LiorRaz', 'PaymanMaadi', 'YuriKolokolnikov', 'KimKold']",['UnitedStates'],R,"['Action&Adventure', 'Dramas']"
Movie,6 years,['HannahFidell'],"['TaissaFarmiga', 'BenRosenfield', 'LindsayBurdge', 'JoshuaLeonard', 'JenniferLafleur', 'PeterVack', 'DanaWheeler-Nicholson', 'JasonNewman', 'MollyMcMichael']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies', 'RomanticMovies']"
Movie,6-5=2,['BharatJain'],"['PrashanttGuptha', 'GauravPaswala', 'GauravKothari', 'DishaKapoor', 'NiharicaRaizada', 'AshrutJain', 'DarshanMachamada']",['India'],TV-MA,"['HorrorMovies', 'InternationalMovies', 'Thrillers']"
TV Show,60 days in,['nan'],['nan'],['UnitedStates'],TV-MA,['RealityTV']
Movie,68 kill,['TrentHaaga'],"['MatthewGrayGubler', 'AnnaLynneMcCord', 'AlishaBoe', 'SheilaVand', 'SamEidson', 'JamesMosesBlack', 'AjayMehta', 'MichaelBeasley', 'DavidMaldonado', 'HallieGraceBradley', 'PeterJaymesJr.', 'EricPodnar', 'LucyFaust']",['UnitedStates'],R,"['Comedies', 'IndependentMovies', 'Thrillers']"
TV Show,7 (seven),['NizarShafi'],"['Rahman', 'Havish', 'ReginaCassandra', 'NanditaSwetha', 'AnishaAmbrose', 'TridhaChoudhury', 'PujithaPonnada', 'AditiArya']",['India'],TV-14,['TVShows']
Movie,7 años,['RogerGual'],"['PacoLeón', 'JuanaAcosta', 'JuanPabloRaba', 'AlexBrendemühl', 'ManuelMorón']",['Spain'],TV-MA,"['Dramas', 'InternationalMovies']"
TV Show,7 days out,['nan'],['nan'],['UnitedStates'],TV-PG,['Docuseries']
Movie,7 din mohabbat in,"['MeenuGaur', 'FarjadNabi']","['MahiraKhan', 'SheheryarMunawar', 'JavedSheikh', 'HinaDilpazeer', 'AmnaIlyas', 'MiraSethi', 'RimalAli', 'SalahuddinTunio', 'AamirQureshi', 'AdnanShah']",['Pakistan'],TV-PG,"['Comedies', 'InternationalMovies', 'Music&Musicals']"
Movie,7 khoon maaf,['VishalBhardwaj'],"['PriyankaChopra', 'NeilNitinMukesh', 'JohnAbraham', 'IrrfanKhan', 'AleksandrDyachenko', 'AnnuKapoor', 'NaseeruddinShah', 'VivaanShah', 'UshaUthup', 'KonkonaSenSharma']",['India'],TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
TV Show,72 cutest animals,['nan'],['nan'],['Australia'],TV-PG,"['Docuseries', 'InternationalTVShows', 'Science&NatureTV']"
TV Show,72 dangerous animals: asia,['nan'],['BobBrisbane'],['Australia'],TV-14,"['Docuseries', 'InternationalTVShows', 'Science&NatureTV']"
TV Show,72 dangerous animals: latin america,['nan'],['BobBrisbane'],"['Australia', 'UnitedStates']",TV-14,"['Docuseries', 'InternationalTVShows', 'Science&NatureTV']"
TV Show,72 dangerous places to live,['nan'],['MitchRyan'],['Australia'],TV-PG,"['Docuseries', 'InternationalTVShows', 'Science&NatureTV']"
TV Show,7seeds,['nan'],"['NaoToyama', 'JunFukuyama', 'KatsuyukiKonishi', 'YokoSoumi', 'KanaAsumi', 'AkiraIshida', 'AoiYuki', 'KazuhikoInoue', 'YokoHikasa', 'HirofumiNojima', 'RyotaroOkiayu', 'EriKitamura', 'MamikoNoto', 'RyoHirohashi', 'ShizukaIto', 'HisaoEgawa', 'MayumiAsano', 'KentaMiyake', 'AiKakuma', 'KaitoIshikawa', 'MikakoKomatsu', 'DaisukeSakaguchi', 'TakanoriHoshino', 'KenjiroTsuda', 'NozomuSasaki', 'KenjiNojima', 'HoukoKuwashima', 'KenshoOno', 'TakahiroSakurai', 'HarukaChisuga', 'YuShimamura', 'TakumaTerashima', 'TakuyaSato', 'JunkoMinagawa', 'MasashiSugawara', 'ShoHayami', 'KazuyukiOkitsu', 'MinakoKotobuki']",['nan'],TV-MA,"['AnimeSeries', 'InternationalTVShows']"
TV Show,9 months that made you,['nan'],['DemetriGoritsas'],['UnitedStates'],TV-PG,"['BritishTVShows', 'Docuseries', 'Science&NatureTV']"
Movie,90 ml,['AnitaUdeep'],"['Oviya', 'MasoomShankar', 'BommuLakshmi', 'MonishaRam', 'TejRaj', 'ShreeGopika', 'AnsonPaul', 'DevadarshiniChetan']",['India'],TV-MA,"['Comedies', 'InternationalMovies', 'Music&Musicals']"
Movie,93 days,['SteveGukas'],"['BimboAkintola', 'SomkeleIyamah', 'DannyGlover', 'GideonOkeke', 'SeunKentebe', 'KeppyEkpenyong', 'ZaraUdofiaEjoh', 'BimboManuel', 'PatrickDiabuah', 'TinaMba', 'AlastairMackenzie', 'TimReid']",['Nigeria'],TV-PG,"['Dramas', 'InternationalMovies', 'Thrillers']"
Movie,a 2nd chance,['ClayGlen'],"['NinaPearce', 'AdamTuominen', 'EmilyMorris', 'AmyHandley', 'CarmelJohnson', 'AlanahGilbert', 'HapiMurphy', 'LillyBlacker', 'JulieKayLumasag', 'ElysiaMarkou']",['Australia'],PG,"['Children&FamilyMovies', 'Dramas', 'SportsMovies']"
Movie,a 3 minute hug,['EverardoGonzález'],['nan'],"['Mexico', 'UnitedStates']",TV-PG,"['Documentaries', 'InternationalMovies']"
Movie,a babysitter's guide to monster hunting,['RachelTalalay'],"['TamaraSmart', 'OonaLaurence', 'TomFelton', 'TroyLeigh-AnneJohnson', 'LynnMasakoCheng', 'TyConsiglio', 'IanHo', 'IndyaMoore', 'AlessioScalzotto', 'TamsenMcDonough']",['UnitedStates'],TV-PG,['Children&FamilyMovies']
Movie,a bad moms christmas,"['JonLucas', 'ScottMoore']","['MilaKunis', 'KristenBell', 'KathrynHahn', 'SusanSarandon', 'ChristineBaranski', 'JayHernandez', 'CherylHines', 'PeterGallagher', 'JustinHartley']","['UnitedStates', 'China']",R,['Comedies']
Movie,a beautiful life,['AndrewLauWai-Keung'],"['QiShu', 'LiuYe', 'AnthonyWongChau-Sang', 'LiangTian', 'DanyingFeng', 'RinaSa', 'ZhangSongwen', 'TianGao', 'AndrewLin']","['China', 'HongKong']",TV-14,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,a billion colour story,['PadmakumarNarasimhamurthy'],"['DhruvaPadmakumar', 'GauravSharma', 'Vasuki']",['India'],TV-14,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,a boy called po,['JohnAsher'],"['ChristopherGorham', 'JulianFeder', 'KaitlinDoubleday', 'AndrewBowen', 'CaitlinCarmichael', 'SeanGunn', 'BryanBatt', 'FayMasterson', 'BrianGeorge']",['UnitedStates'],PG,"['Dramas', 'Sci-Fi&Fantasy']"
TV Show,a boy name flora a,['nan'],"['CrowdLu', 'TsaiChen-nan', 'LotusWang', 'FanChu-Mei', 'HsiehYing-shiuan', 'VeraYen', 'CammyChiang']",['Taiwan'],TV-MA,"['InternationalTVShows', 'TVComedies', 'TVDramas']"
Movie,a bridge too far,['RichardAttenborough'],"['DirkBogarde', 'JamesCaan', 'MichaelCaine', 'SeanConnery', 'EdwardFox', 'ElliottGould', 'GeneHackman', 'AnthonyHopkins', 'HardyKrüger', 'LaurenceOlivier', ""RyanO'Neal"", 'RobertRedford', 'MaximilianSchell', 'LivUllmann']","['UnitedStates', 'UnitedKingdom']",PG,"['Action&Adventure', 'ClassicMovies', 'Dramas']"
Movie,a california christmas,['ShaunPaulPiccinino'],"['LaurenSwickard', 'JoshSwickard', 'AliAfshar', 'DavidDelRio', 'NataliaMann', 'KatelynEpperly', 'GunnarAnderson', 'JulieLancaster', 'AmandaDetmer']",['UnitedStates'],PG-13,"['Comedies', 'RomanticMovies']"
Movie,a champion heart,['DaviddeVos'],"['MandyGrace', 'DaviddeVos', 'DonnaRusch', 'DevanKey', 'IsabellaMancuso', 'ArianaGuido']",['UnitedStates'],G,"['Children&FamilyMovies', 'Dramas']"
Movie,a chaster marriage,['UmutKirca'],"['EmreKarayel', 'CerenMoray', 'BegümKütük', 'EcecanGümeci', 'ÜmitErdim', 'CemKiliç', 'HaldunBoysan', 'FerdiAkarnur', 'MineTeber', 'GüneşHayat']",['Turkey'],TV-14,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
Movie,a choo,"['KevinKo', 'PeterTsi']","['KaiKo', 'ArielLin', 'DarrenWang', 'ZhangXiaolong', 'LouisKoo', 'VannessWu', 'KateTsui']",['Taiwan'],TV-14,"['Action&Adventure', 'InternationalMovies', 'RomanticMovies']"
Movie,a christmas catch,['nan'],"['EmilyAlatalo', 'LaurenHolly', 'YanicTruesdale', 'FrancoLoPresti', 'AndrewBushell', 'GenelleWilliams', 'KyanaTeresa', 'EricHicks']",['Canada'],TV-G,"['Dramas', 'RomanticMovies']"
Movie,a christmas prince,['AlexZamm'],"['RoseMcIver', 'BenLamb', 'AliceKrige', 'HonorKneafsey']",['UnitedStates'],TV-PG,"['Children&FamilyMovies', 'Dramas', 'RomanticMovies']"
Movie,a christmas prince: the royal baby,['JohnSchultz'],"['RoseMcIver', 'BenLamb', 'AliceKrige', 'HonorKneafsey', 'SarahDouglas', 'AndyLucas', 'RajBajaj', 'RichardAshton', 'TahirahSharif', 'JoelMcVeagh', 'TheoDevaney', 'KevinShen', 'MomoYeung', 'CrystalYu', 'BillyAngel']",['UnitedStates'],TV-PG,"['Children&FamilyMovies', 'Dramas', 'RomanticMovies']"
Movie,a christmas prince: the royal wedding,['JohnSchultz'],"['RoseMcIver', 'BenLamb', 'AliceKrige', 'SimonDutton', 'HonorKneafsey', 'SarahDouglas', 'TheoDevaney', 'JohnGuerrasio', 'AndyLucas', 'RajBajaj', 'RichardAshton', 'BillyAngel', 'TahirahSharif', 'JoelMcVeagh']",['UnitedStates'],TV-PG,"['Children&FamilyMovies', 'Dramas', 'RomanticMovies']"
Movie,a christmas special: miraculous: tales of ladybug & cat noir,['ThomasAstruc'],"['CristinaVee', 'BrycePapenbrook', 'KeithSilverstein', 'MelaLee', 'MaxMittelman', 'CarrieKeranen', 'StephanieSheh', 'SelahVictor', 'BenDiskin', 'ErinFitzgerald', 'GrantGeorge']","['France', 'SouthKorea', 'Japan']",TV-Y7,['Movies']
Movie,a cinderella story,['MarkRosman'],"['HilaryDuff', 'ChadMichaelMurray', 'JenniferCoolidge', 'DanByrd', 'ReginaKing', 'JulieGonzalo', 'LinShaye', 'MadelineZima', 'AndreaAvery', 'MaryPatGleason', 'PaulRodriguez', 'WhipHubley', 'KevinKilner', 'EricaHubbard', 'SimonHelberg']","['UnitedStates', 'Canada']",PG,"['Children&FamilyMovies', 'Comedies']"
Movie,a cinderella story: christmas wish,['MichelleJohnston'],"['LauraMarano', 'GreggSulkin', 'IsabellaGomez', 'JohannahNewmarch', 'LillianDoucet-Roche', 'ChanellePeloso', 'BarclayHope', 'GarfieldWilson']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Comedies', 'Music&Musicals']"
Movie,a clockwork orange,['StanleyKubrick'],"['MalcolmMcDowell', 'PatrickMagee', 'MichaelBates', 'WarrenClarke', 'AdrienneCorri', 'PaulFarrell', 'MiriamKarlin', 'JamesMarcus']","['UnitedKingdom', 'UnitedStates']",R,"['ClassicMovies', 'CultMovies', 'Dramas']"
Movie,a dangerous woman,['StephenGyllenhaal'],"['DebraWinger', 'BarbaraHershey', 'GabrielByrne', 'LaurieMetcalf', 'JohnTerry', 'MaggieGyllenhaal', 'JakeGyllenhaal', 'ChloeWebb', 'DavidStrathairn']",['UnitedStates'],R,"['Dramas', 'RomanticMovies']"
Movie,a fairly odd summer,['SavageSteveHolland'],"['DrakeBell', 'DaniellaMonet', 'DavidLewis', 'SusanneBlakeslee', 'DaranNorris', 'ScottBaio', 'DevonWeigel', 'EllaAnderson', 'CarterHastings']",['UnitedStates'],TV-Y7,"['Children&FamilyMovies', 'Comedies']"
Movie,a fall from grace,['TylerPerry'],"['CrystalFox', 'PhyliciaRashad', 'CicelyTyson', 'BreshaWebb', 'MehcadBrooks', 'AdrianPasdar', 'TylerPerry']",['UnitedStates'],TV-MA,"['Dramas', 'Thrillers']"
Movie,a family affair,['TomFassaert'],['TomFassaert'],"['Netherlands', 'Denmark', 'SouthAfrica']",TV-PG,"['Documentaries', 'InternationalMovies']"
Movie,a family man,['MarkWilliams'],"['GerardButler', 'GretchenMol', 'AlisonBrie', 'WillemDafoe', 'AlfredMolina', 'MaxwellJenkins', 'AnupamKher', 'DustinMilligan']","['Canada', 'UnitedStates']",R,['Dramas']
Movie,a family reunion christmas,['RobbieCountryman'],"['LorettaDevine', 'TiaMowry-Hardrict', 'AnthonyAlabi', 'TaliaJackson', 'IsaiahRussell-Bailey', 'CameronJ.Wright', 'JordynRayaJames', 'JackéeHarry', 'RichardRoundtree']",['UnitedStates'],TV-PG,['Movies']
Movie,a flying jatt,"[""RemoD'Souza""]","['TigerShroff', 'JacquelineFernandez', 'NathanJones', 'KayKayMenon', 'AmritaSingh', 'GauravPandey', 'ShraddhaKapoor', 'AmritaPuri']",['India'],TV-14,"['Action&Adventure', 'InternationalMovies', 'Sci-Fi&Fantasy']"
Movie,a fortunate man,['BilleAugust'],"['EsbenSmed', 'KatrineRosenthal', 'BenjaminKitter', 'JulieChristiansen', 'TommyKenter', 'TammiØst', 'RasmusBjerg', 'OleLemmeke', 'SarahViktoriaBjerregaard', 'AndersHove', 'JensAlbinus']",['Denmark'],TV-MA,"['Dramas', 'InternationalMovies']"
Movie,a futile and stupid gesture,['DavidWain'],"['WillForte', 'DomhnallGleeson', 'MartinMull', 'JoelMcHale', 'MattLucas', 'ThomasLennon', 'SethGreen', 'JackieTohn', 'NatashaLyonne', 'EmmyRossum', 'ElvyYost', 'MattWalsh', 'JohnGemberling', 'RickGlassman', 'CamilleGuaty']",['UnitedStates'],TV-MA,['Comedies']
Movie,a ghost story,['DavidLowery'],"['CaseyAffleck', 'RooneyMara', 'LizFranke', 'RobZabrecky', 'WillOldham', 'SoniaAcevedo']",['UnitedStates'],R,"['Dramas', 'IndependentMovies']"
Movie,a glimpse inside the mind of charles swan iii,['RomanCoppola'],"['CharlieSheen', 'JasonSchwartzman', 'BillMurray', 'KatherynWinnick', 'PatriciaArquette', 'AubreyPlaza', 'MaryElizabethWinstead', 'DermotMulroney']",['UnitedStates'],R,"['Comedies', 'IndependentMovies']"
Movie,a go! go! cory carson christmas,"['StanleyMoore', 'AlexWoo']","['AlanC.Lim', 'TaronC.Hensley', 'MaisieBenson', 'KerryGudjohnsen', 'PaulKillam', 'SmithForeman', 'AnnKendrick', 'EllaJoyBallesteros', 'Neena-SinaiiSimpo', 'EliMorse']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,a go! go! cory carson halloween,"['AlexWoo', 'StanleyMoore']","['AlanC.Lim', 'SmithForeman', 'MaisieBenson', 'AnnKendrick', 'KerryGudjohnsen', 'PaulKillam', 'StanleyMoore', 'TylerHendrix', 'EllaJoyBallesteros', 'JimmyOlea']",['nan'],TV-Y,['Children&FamilyMovies']
Movie,a go! go! cory carson summer camp,"['StanleyMoore', 'AlexWoo']","['AlanC.Lim', 'SmithForeman', 'AbigailVibat', 'PfiferChastain', 'JimCapobianco', 'Neena-SinaiiSimpo', 'EliMorse', 'AdelaideHirasaki', 'PaulKillam', 'KerryGudjohnsen', 'MaisieBenson']",['nan'],TV-Y,['Children&FamilyMovies']
TV Show,a good wife,['nan'],"['TienHsin', 'ChristopherLee', 'DarrenChiu', 'SharaLin', 'BlaireChang', 'XiMan-Ning', 'ChuDe-Kang']",['Taiwan'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
Movie,a grand night in: the story of aardman,['RichardMears'],['JulieWalters'],['UnitedKingdom'],TV-PG,['Documentaries']
Movie,a gray state,['ErikNelson'],['nan'],['UnitedStates'],TV-MA,['Documentaries']
Movie,a haunted house,['MichaelTiddes'],"['MarlonWayans', 'EssenceAtkins', 'CedrictheEntertainer', 'NickSwardson', 'DavidKoechner', 'DaveSheridan', 'AffionCrockett', 'J.B.Smoove', 'AndrewDaly', 'AlannaUbach']",['UnitedStates'],R,"['Comedies', 'HorrorMovies']"
Movie,a haunting at silver falls: the return,['TeoKonuralp'],"['LauraFlannery', 'JamesCavlo', 'HarryHains', 'ClemmieDugdale', 'DendrieTaylor', 'BryanChesters', 'JenniferDorogi', 'AdamLazarre-White', 'NikitaRamsey']",['UnitedStates'],TV-14,"['HorrorMovies', 'IndependentMovies']"
Movie,a heavy heart,['ThomasStuber'],"['PeterKurth', 'LenaLauzemis', 'LinaWendel', 'EdinHasanovic', 'MarkoDyrlich', 'PeterSchneider', 'ReinerSchöne', 'UdoKroschwald']",['Germany'],TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,a holiday engagement,['JimFall'],"['BonnieSomerville', 'ShelleyLong', 'JordanBridges', 'SamMcMurray', 'HaylieDuff', 'SamHorrigan', 'CarrieWiita', 'ChrisMcKenna', 'EdiPatterson', 'JenniferEliseCox']",['UnitedStates'],TV-G,"['Children&FamilyMovies', 'Comedies', 'RomanticMovies']"
Movie,a home with a view,['HermanYau'],"['FrancisChun-YuNg', 'LouisKoo', 'AnitaYuen', 'Tat-MingCheung', 'JocelynChoi', 'NgSiu-hin', 'LamSuet', 'AnthonyWongChau-Sang', 'LoHoi-pang']",['HongKong'],TV-MA,"['Comedies', 'InternationalMovies']"
TV Show,a house of blocks,['nan'],"['EliShi', 'PhoebeLin', 'ChenWan-ting', 'FanChen-fei', 'LuHsueh-feng', 'FigaroTseng', 'WinnieChang', 'EltenTing']",['Taiwan'],TV-PG,"['InternationalTVShows', 'TVDramas', 'TVHorror']"
Movie,a kid from coney island,"['Coodie', 'Chike']",['StephonMarbury'],"['UnitedStates', 'China']",TV-MA,"['Documentaries', 'SportsMovies']"
Movie,a kind of murder,['AndyGoddard'],"['PatrickWilson', 'JessicaBiel', 'VincentKartheiser', 'HaleyBennett', 'EddieMarsan', 'JonOsbeck', 'RadekLord', 'ChristineDye']",['UnitedStates'],R,['Thrillers']
TV Show,a korean odyssey,['nan'],"['LeeSeung-gi', 'ChaSeung-won', 'OhYeon-seo', 'LeeHong-gi', 'JangGwang', 'LeeSe-young']",['SouthKorea'],TV-MA,"['InternationalTVShows', 'KoreanTVShows', 'RomanticTVShows']"
Movie,a land imagined,['YeoSiewHua'],"['PeterYu', 'LiuXiaoyi', 'GuoYue', 'IshtiaqueZico', 'JackTan']","['France', 'Netherlands', 'Singapore']",TV-MA,"['Dramas', 'InternationalMovies']"
Movie,a leaf of faith,['ChrisBell'],['nan'],['UnitedStates'],TV-MA,['Documentaries']
Movie,a life of speed: the juan manuel fangio story,['FranciscoMacri'],['nan'],['Argentina'],TV-14,"['Documentaries', 'InternationalMovies', 'SportsMovies']"
TV Show,a lion in the house,"['StevenBognar', 'JuliaReichert']",['nan'],['UnitedStates'],TV-14,['TVShows']
Movie,a little chaos,['AlanRickman'],"['KateWinslet', 'MatthiasSchoenaerts', 'AlanRickman', 'StanleyTucci', 'HelenMcCrory', 'StevenWaddington', 'JenniferEhle', 'RupertPenry-Jones', 'PaulaPaul', 'DannyWebb', 'PhyllidaLaw']",['UnitedKingdom'],R,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
